appid,userid,user_rating
1053688442,5,4.5
1053795896,6,2
1053800699,7,0
1053807892,8,0
1053808624,9,4.5
1053874290,10,4.5
1053946396,11,5
1054011814,12,3.5
1054033219,13,1.5
1054256307,14,0
1054297141,15,0
1054355169,16,4
1054355818,17,2
1054501757,18,4.5
1054651434,19,0
1054829917,20,4.5
1054867839,1,0
1054933075,2,0
1054948424,3,5
1055138354,4,4
1055204150,5,4.5
1055274701,6,5
1055281310,7,1.5
1055302647,8,0
1055333603,9,2.5
1055359142,10,5
1055376602,11,4
1055387127,12,0
1055397979,13,4
1055455919,14,5
1055486126,15,4.5
1055502792,16,4
1055538670,17,4.5
1055570687,18,1
1055571047,19,4
1055596969,20,0
1055636344,1,5
1055672607,2,4.5
1055677337,3,4
1055680013,4,0
1055681261,5,5
1055684003,6,4
1055697824,7,4
1055708498,8,4.5
1055714800,9,1.5
1055825012,10,4.5
1055925081,11,0
1055962232,12,0
1056011241,13,0
1056042016,14,0
1056224570,15,0
1056364454,16,3
1056489580,17,0
1056668779,18,5
1056672891,19,2.5
1056681903,20,4.5
1056683884,1,4.5
1056813463,2,5
1056893074,3,0
1056954483,4,2.5
1056963973,5,1
1056968162,6,0
1056999701,7,4.5
1057030968,8,4.5
1057080594,9,0
1057119275,10,0
1057124368,11,5
1057145653,12,4.5
1057172667,13,4.5
1057340661,14,4.5
1057391061,15,4
1057403847,16,4
1057415516,17,4.5
1057415521,18,4.5
1057416982,19,4.5
1057446665,20,5
1057448045,1,5
1057510303,2,0
1057554325,3,4.5
1057556336,4,5
1057633985,5,4.5
1057673686,6,4.5
1057818838,7,0
1057819454,8,0
1057844059,9,4.5
1057856541,10,3
1057870288,11,4
1057889290,12,4.5
1057925633,13,4.5
1057961675,14,4.5
1058023292,15,4
1058036662,16,4.5
1058156533,17,0
1058287503,18,5
1058289313,19,0
1058304462,20,0
1058355648,1,4
1058370552,2,4.5
1058526204,3,4.5
1058528141,4,4.5
1058602106,5,4
1058603368,6,4
1058709520,7,5
1058747457,8,4.5
1058752053,9,5
1058786785,10,4
1058801458,11,4.5
1058952530,12,3.5
1058959277,13,4
1058965051,14,4
1059134258,15,0
1059195733,16,4.5
1059213655,17,4.5
1059218666,18,0
1059271164,19,0
1059302662,20,3
1059309490,1,2.5
1059310516,2,4
1059320420,3,0
1059325444,4,2.5
1059331825,5,0
1059336909,6,2
1059401746,7,4
1059405547,8,5
1059407278,9,5
1059442774,10,3
1059443303,11,5
1059536022,12,5
1059554895,13,4.5
1059593339,14,2
1059604202,15,4.5
1059622588,16,4.5
1059634715,17,1.5
1059642837,18,0
1059665257,19,3
1059689426,20,0
1059718989,1,0
1059797590,2,3
1059827476,3,4.5
1059879206,4,4
1059911569,5,5
1060000733,6,0
1060017016,7,4
1060062637,8,4
1060082140,9,4.5
1060085133,10,4
1060085514,11,3
1060102144,12,5
1060103787,13,5
1060178390,14,5
1060266198,15,5
1060276201,16,3.5
1060333629,17,3
1060386658,18,0
1060433597,19,4.5
1060443742,20,0
1060599603,1,4.5
1060704812,2,5
1060739646,3,4.5
1060894301,4,5
1060935829,5,0
1060973985,6,0
1060981840,7,0
1060986698,8,2
1061009889,9,4
1061042798,10,0
1061115611,11,0
1061132313,12,5
1061143997,13,4
1061197325,14,4
1061224933,15,2
1061345998,16,3.5
1061419426,17,3
1061501834,18,2.5
1061522995,19,4.5
1061531453,20,4.5
1061550054,1,4
1061572339,2,4
1061572575,3,4
1061610336,4,4.5
1061661355,5,5
1061662610,6,0
1061703886,7,4
1061724021,8,4.5
1061733193,9,4.5
1061768547,10,3.5
1061782177,11,0
1061802598,12,4
1061859052,13,4.5
1061873443,14,0
1061897092,15,4.5
1061907653,16,4.5
1061909513,17,4.5
1061912080,18,4.5
1061931703,19,4.5
1061960628,20,3.5
1061999170,1,4.5
1062002361,2,4.5
1062006344,3,4.5
1062145414,4,0
1062164103,5,0
1062166395,6,0
1062168249,7,4.5
1062203687,8,0
1062209068,9,0
1062307524,10,4
1062318595,11,4.5
1062425347,12,4
1062475106,13,5
1062550397,14,0
1062642163,15,5
1062647883,16,2
1062745479,17,4.5
1062764988,18,0
1062765947,19,4.5
1062771297,20,4
1062784298,1,0
1062825120,2,4
1062825798,3,4
1062825806,4,0
1062827816,5,0
1062834129,6,3.5
1062945251,7,5
1063149922,8,0
1063166978,9,4.5
1063180351,10,0
1063191689,11,4
1063192467,12,4
1063194066,13,4
1063210798,14,3.5
1063211448,15,0
1063317238,16,4
1063637102,17,4.5
1063780668,18,4.5
1063781546,19,4.5
1063785850,20,5
1063828798,1,0
1063872409,2,4.5
1063873198,3,4.5
1063892879,4,4.5
1063928863,5,5
1063946646,6,5
1063992958,7,0
1064016216,8,0
1064016503,9,3.5
1064020298,10,4
1064038965,11,0
1064078609,12,4.5
1064087245,13,0
1064093693,14,0
1064165938,15,5
1064216828,16,4.5
1064304763,17,4
1064362767,18,5
1064391608,19,0
1064421107,20,4.5
1064429971,1,4
1064459184,2,4.5
1064676206,3,4
1064785404,4,4.5
1064830114,5,0
1064883436,6,0
1064885978,7,4
1064902326,8,0
1064913577,9,4.5
1064955217,10,4
1064962398,11,4.5
1064989970,12,4.5
1065127755,13,4.5
1065221752,14,4
1065222241,15,0
1065223198,16,0
1065249424,17,4.5
1065271333,18,4.5
1065289089,19,3.5
1065304745,20,0
1065354321,1,1.5
1065354746,2,1
1065376321,3,4.5
1065401804,4,0
1065405497,5,4.5
1065421915,6,0
1065470211,7,0
1065480798,8,4.5
1065511007,9,5
1065550288,10,0
1065562979,11,3
1065590798,12,3.5
1065599938,13,3.5
1065621093,14,2.5
1065623382,15,4.5
1065674928,16,4.5
1065675607,17,2
1065691080,18,0
1065719308,19,0
1065754566,20,5
1065770853,1,5
1065781769,2,4.5
1065802303,3,4
1065810974,4,4.5
1065834036,5,5
1065849294,6,4.5
1065902981,7,5
1065906948,8,4.5
1065976148,9,4.5
1065980436,10,4.5
1066018502,11,5
1066091585,12,4.5
1066111223,13,5
1066135421,14,4.5
1066170195,15,0
1066172927,16,0
1066322956,17,5
1066338494,18,4.5
1066416979,19,2
1066612270,20,5
1066632299,1,0
1066685421,2,5
1066731455,3,3.5
1066737409,4,0
1066752474,5,5
1066769531,6,0
1066784117,7,4
1066882875,8,4.5
1066980345,9,4
1067024404,10,4.5
1067059743,11,0
1067084549,12,3.5
1067117430,13,5
1067146012,14,4.5
1067180769,15,0
1067189485,16,3.5
1067205290,17,4.5
1067212421,18,4.5
1067231467,19,0
1067456521,20,4.5
1067458275,1,3.5
1067468386,2,4.5
1067575280,3,4.5
1067589627,4,4
1067594919,5,4.5
1067596534,6,4.5
1067644352,7,4.5
1067684327,8,5
1067686814,9,0
1067715382,10,0
1067720154,11,4
1067720293,12,5
1067766579,13,0
1067768015,14,0
1067773107,15,1
1067848872,16,0
1067848964,17,4
1067860796,18,4.5
1067891186,19,4
1067903136,20,4.5
1067937065,1,4.5
1067980441,2,3
1068019093,3,4
1068026210,4,0
1068044677,5,5
1068076031,6,4
1068079276,7,0
1068081729,8,0
1068095192,9,4.5
1068100966,10,5
1068110571,11,4.5
1068164841,12,0
1068204657,13,4.5
1068236871,14,4
1068266222,15,5
1068353024,16,0
1068360791,17,0
1068366903,18,3.5
1068366937,19,4.5
1068378177,20,4.5
1068396594,1,0
1068416637,2,4.5
1068418810,3,0
1068419726,4,0
1068460848,5,0
1068463719,6,3
1068512694,7,3.5
1068556466,8,4
1068596150,9,4.5
1068766238,10,5
1068808996,11,4
1068818303,12,4
1068847177,13,4.5
1068875169,14,0
1068885474,15,0
1068996563,16,4
1069160488,17,4.5
1069162618,18,4.5
1069217368,19,0
1069236120,20,5
1069287597,1,5
1069300300,2,0
1069319757,3,1.5
1069337400,4,0
1069359097,5,4.5
1069361548,6,4.5
1069438454,7,4
1069460388,8,3
1069468543,9,4
1069508452,10,5
1069536554,11,4.5
1069592213,12,0
1069601724,13,5
1069621692,14,0
1069710958,15,3
1069729519,16,4
1069735362,17,3.5
1069737892,18,4.5
1069756985,19,0
1069757051,20,0
1069757703,1,0
1069769377,2,3.5
1069786966,3,4
1069786972,4,4.5
1069787152,5,4.5
1069789014,6,0
1069789077,7,4
1069796800,8,0
1069803052,9,4.5
1069830936,10,0
1069840000,11,3.5
1070007906,12,3.5
1070022685,13,1
1070036646,14,4.5
1070052833,15,0
1070057529,16,3.5
1070091597,17,0
1070107731,18,4
1070226733,19,3
1070228823,20,0
1070255846,1,4.5
1070452700,2,0
1070492711,3,4.5
1070504791,4,0
1070506962,5,3.5
1070525362,6,0
1070532401,7,0
1070615218,8,4.5
1070670743,9,0
1070689426,10,5
1070702119,11,0
1070709625,12,4.5
1070716801,13,4.5
1070725569,14,0
1070850573,15,0
1070854722,16,0
1070855108,17,4
1070864992,18,4.5
1070998254,19,4.5
1070999857,20,4.5
1071006943,1,4
1071021891,2,0
1071039429,3,0
1071045817,4,0
1071077611,5,0
1071086525,6,2
1071146166,7,4
1071154495,8,4.5
1071224055,9,4
1071235820,10,0
1071310449,11,4.5
1071366753,12,3.5
1071426243,13,5
1071497654,14,1
1071504918,15,0
1071511733,16,3.5
1071516797,17,4
1071521565,18,0
1071633581,19,5
1071711895,20,4
1071712425,1,5
1071767366,2,4
1071770565,3,0
1071770573,4,0
1071879826,5,2
1071897944,6,4.5
1071913738,7,5
1071974253,8,0
1071976079,9,3
1071976327,10,4.5
1072007547,11,0
1072090698,12,5
1072136623,13,5
1072159054,14,3.5
1072276976,15,4
1072278593,16,0
1072353174,17,3
1072364990,18,0
1072380719,19,4
1072382299,20,0
1072395467,1,4
1072408580,2,5
1072425152,3,0
1072456036,4,4
1072527403,5,4
1072600030,6,3.5
1072628005,7,0
1072650248,8,1.5
1072670055,9,5
1072675851,10,0
1072737282,11,4.5
1072752496,12,0
1072844973,13,5
1072881532,14,4.5
1072898300,15,0
1072950932,16,4.5
1072976627,17,0
1072990945,18,0
1073002250,19,2
1073014391,20,4.5
1073035133,1,0
1073059009,2,5
1073059261,3,4
1073081246,4,0
1073129594,5,4.5
1073142282,6,5
1073166647,7,4.5
1073286211,8,4.5
1073389796,9,5
1073402202,10,4
1073473120,11,4.5
1073476012,12,4.5
1073500846,13,4
1073501073,14,4.5
1073529893,15,4.5
1073594113,16,4
1073602039,17,0
1073693724,18,4.5
1073698593,19,4
1073766982,20,4.5
1073806361,1,5
1073811368,2,0
1073816197,3,4.5
1073828708,4,0
1073830651,5,0
1073862417,6,0
1073863728,7,0
1073907652,8,4.5
1073946317,9,5
1073948898,10,2
1073959479,11,4
1073992168,12,3.5
1074004076,13,4.5
1074006236,14,4.5
1074061701,15,4.5
1074068315,16,4.5
1074222293,17,3.5
1074223087,18,4.5
1074228046,19,0
1074251093,20,0
1074278256,1,3
1074311276,2,5
1074321709,3,0
1074333609,4,4
1074382375,5,4.5
1074403804,6,4
1074432267,7,4
1074470421,8,4.5
1074568873,9,0
1074577920,10,0
1074628617,11,4
1074634656,12,0
1074866833,13,0
1074889855,14,4.5
1074943747,15,5
1075068419,16,0
1075181011,17,4
1075301033,18,4.5
1075497162,19,3.5
1075680307,20,0
1075681444,1,5
1075705502,2,0
1075767316,3,0
1075817264,4,0
1075818491,5,5
1075820543,6,2.5
1075820557,7,4.5
1075851197,8,4
1075853478,9,1.5
1075870730,10,2
1075872386,11,4.5
1075896827,12,4.5
1075901015,13,2.5
1075920778,14,5
1075939556,15,4.5
1075979610,16,4.5
1076037275,17,4
1076093996,18,1
1076199012,19,4.5
1076211312,20,0
1076216289,1,0
1076237303,2,0
1076292594,3,4
1076297448,4,2
1076350557,5,4.5
1076402133,6,5
1076407343,7,4.5
1076431520,8,4
1076440502,9,4.5
1076460598,10,0
1076468537,11,4.5
1076478016,12,0
1076483949,13,4
1076540771,14,3.5
1076592702,15,0
1076615810,16,4.5
1076619087,17,4.5
1076683233,18,3.5
1076700027,19,4
1076728632,20,4
1076751035,1,4.5
1076802209,2,5
1076806233,3,0
1076834881,4,4
1076843245,5,0
1076859004,6,2.5
1076899352,7,2
1076907164,8,4
1076985045,9,5
1077024869,10,4
1077051430,11,4.5
1077056423,12,4.5
1077142297,13,4.5
1077150310,14,3.5
1077165876,15,0
1077188355,16,0
1077193099,17,0
1077219776,18,0
1077245487,19,0
1077258209,20,0
1077302012,1,4
1077346638,2,4.5
1077483835,3,4.5
1077565500,4,4
1077576649,5,4
1077585444,6,0
1077586834,7,0
1077590028,8,4.5
1077611503,9,4.5
1077626197,10,3
1077644533,11,3
1077644883,12,0
1077707350,13,1.5
1077791959,14,3.5
1077809640,15,5
1077829105,16,3.5
1077864246,17,3.5
1077871641,18,4.5
1077954869,19,4
1078031633,20,4.5
1078050410,1,1.5
1078051960,2,0
1078142098,3,0
1078160821,4,5
1078169958,5,0
1078170269,6,4.5
1078180470,7,4
1078203264,8,4
1078203772,9,4.5
1078214852,10,0
1078297893,11,4.5
1078412469,12,2
1078542442,13,0
1078553808,14,4
1078560217,15,3.5
1078560336,16,3.5
1078573759,17,5
1078591208,18,4
1078599766,19,1.5
1078643602,20,4.5
1078665338,1,2
1078677054,2,4.5
1078812538,3,0
1078819328,4,4
1078934052,5,0
1078967478,6,4
1079094909,7,0
1079178967,8,4
1079253434,9,3
1079272952,10,3
1079316669,11,0
1079321578,12,5
1079464948,13,4.5
1079527277,14,4
1079527526,15,4
1079607960,16,4.5
1079643338,17,4
1079644135,18,4.5
1079658714,19,4
1079673793,20,4
1079758987,1,0
1079800951,2,4.5
1079843974,3,4.5
1079852672,4,4.5
1079971086,5,4.5
1079974548,6,3
1079977734,7,2
1080114119,8,5
1080169657,9,4.5
1080200089,10,3
1080235395,11,0
1080236551,12,4
1080243808,13,4
1080248000,14,4.5
1080257114,15,4
1080262235,16,0
1080290867,17,4.5
1080294836,18,4
1080310524,19,5
1080340345,20,0
1080345135,1,4
1080369552,2,5
1080434313,3,4.5
1080465588,4,4
1080487957,5,4.5
1080497972,6,4
1080533223,7,3.5
1080541663,8,5
1080544164,9,0
1080545293,10,4
1080558477,11,0
1080563307,12,0
1080565581,13,0
1080605845,14,4
1080608190,15,4.5
1080634585,16,4
1080654588,17,1.5
1080661330,18,4
1080767538,19,4.5
1080778007,20,4.5
1080816579,1,4.5
1080869737,2,0
1080940988,3,4
1080942226,4,0
1080973177,5,4.5
1080980064,6,4
1081079080,7,4
1081079094,8,0
1081106301,9,4.5
1081132110,10,4
1081132864,11,4.5
1081221532,12,4.5
1081270431,13,0
1081295232,14,0
1081404850,15,4
1081431390,16,4.5
1081561570,17,3.5
1081593943,18,4.5
1081609724,19,4
1081612551,20,3
1081674942,1,3
1081690522,2,3.5
1081734476,3,0
1081737936,4,0
1081769613,5,0
1081832850,6,4.5
1081839485,7,0
1081847121,8,4.5
1081957053,9,3.5
1081977472,10,4
1082069304,11,3
1082150954,12,4
1082215066,13,5
1082240310,14,0
1082293885,15,0
1082309664,16,4.5
1082594539,17,4.5
1082671838,18,0
1082673403,19,0
1082674903,20,4.5
1082678255,1,2.5
1082679672,2,4.5
1082764317,3,5
1082781138,4,3.5
1082793702,5,5
1082836132,6,4
1082891966,7,4
1082958318,8,5
1082958327,9,2.5
1082958340,10,4
1082965369,11,4.5
1082986584,12,4.5
1083057569,13,4.5
1083107235,14,4.5
1083174287,15,0
1083229791,16,4.5
1083345097,17,0
1083356839,18,0
1083362092,19,3.5
1083367051,20,0
1083442831,1,2.5
1083451870,2,4.5
1083708143,3,0
1083801827,4,4
1083835330,5,4
1084084901,6,3.5
1084085985,7,0
1084133300,8,0
1084135698,9,2.5
1084144010,10,4
1084153783,11,2.5
1084197093,12,4.5
1084252650,13,4.5
1084253570,14,0
1084264750,15,5
1084290631,16,0
1084331400,17,4.5
1084407935,18,4.5
1084565679,19,4.5
1084590704,20,4.5
1084600612,1,5
1084644256,2,4
1084682224,3,5
1084805156,4,4
1084841402,5,0
1084860489,6,4.5
1084930110,7,4
1084930849,8,3.5
1084979184,9,0
1084979604,10,0
1085000333,11,2.5
1085024470,12,4
1085096375,13,4
1085105198,14,0
1085123968,15,4.5
1085131523,16,4.5
1085248903,17,3.5
1085272239,18,5
1085348419,19,3.5
1085401990,20,5
1085429285,1,4
1085432257,2,4
1085434420,3,0
1085435111,4,0
1085435354,5,0
1085458374,6,0
1085461253,7,4.5
1085464876,8,5
1085497387,9,0
1085497631,10,0
1085543061,11,4.5
1085596938,12,4
1085617232,13,4
1085652055,14,4.5
1085660579,15,3.5
1085697317,16,4.5
1085698206,17,4
1085730259,18,3.5
1085768995,19,3.5
1085821901,20,3
1085829348,1,3
1085899628,2,0
1085908608,3,5
1085914246,4,1.5
1085932108,5,0
1085932516,6,0
1085978097,7,5
1085985143,8,0
1086006702,9,0
1086015361,10,1
1086101495,11,5
1086126576,12,2
1086252028,13,4.5
1086316112,14,4.5
1086354043,15,4.5
1086378532,16,4
1086379636,17,4
1086391724,18,5
1086451637,19,2
1086477428,20,1
1086502786,1,4.5
1086519782,2,0
1086539327,3,4.5
1086548430,4,0
1086577498,5,4.5
1086617993,6,5
1086625206,7,3.5
1086644209,8,4.5
1086647459,9,3.5
1086688310,10,0
1086758579,11,3.5
1086758987,12,3
1086794447,13,4
1086795798,14,5
1086799932,15,4.5
1086859120,16,2.5
1086917828,17,0
1086929344,18,4.5
1086937448,19,4.5
1086964574,20,5
1086978383,1,0
1087011731,2,0
1087074229,3,2
1087075743,4,3.5
1087095011,5,3
1087095785,6,0
1087096070,7,0
1087125014,8,4.5
1087200930,9,0
1087266454,10,4.5
1087273941,11,0
1087276648,12,0
1087280174,13,0
1087282720,14,4.5
1087286731,15,4.5
1087286874,16,4
1087287522,17,3.5
1087318096,18,4
1087344255,19,0
1087422283,20,5
1087433788,1,4.5
1087489471,2,5
1087490734,3,4
1087637812,4,4.5
1087638293,5,3
1087685392,6,4.5
1087693451,7,3.5
1087698005,8,0
1087702752,9,0
1087728027,10,0
1087738560,11,0
1087742191,12,4.5
1087784913,13,4
1087793008,14,4.5
1087817882,15,4.5
1087839782,16,4.5
1087893385,17,0
1087897068,18,0
1087984514,19,3.5
1088041538,20,4.5
1088056625,1,4.5
1088115502,2,1
1088126570,3,0
1088135010,4,1.5
1088172195,5,5
1088186369,6,0
1088194226,7,3.5
1088211144,8,4.5
1088242281,9,4.5
1088263864,10,2
1088300283,11,5
1088318418,12,3.5
1088389081,13,4
1088496590,14,0
1088540036,15,4.5
1088568893,16,0
1088580204,17,4.5
1088585714,18,2.5
1088589710,19,0
1088625279,20,4.5
1088632237,1,0
1088682460,2,5
1088731673,3,0
1088941177,4,3
1089003380,5,3
1089048531,6,4
1089058534,7,4
1089108246,8,5
1089125950,9,0
1089138131,10,4.5
1089193839,11,4.5
1089215088,12,3.5
1089336971,13,4.5
1089372833,14,0
1089386287,15,3.5
1089462231,16,0
1089471259,17,1.5
1089516052,18,0
1089580662,19,2.5
1089666978,20,4
1089810837,1,0
1089824278,2,4
1089836344,3,4.5
1089847385,4,0
1089849623,5,0
1089982285,6,4.5
1090258212,7,0
1090267690,8,0
1090276143,9,3.5
1090292301,10,5
1090320498,11,1
1090532562,12,2
1090552213,13,4
1090577736,14,4.5
1090617661,15,4.5
1090636013,16,0
1090653945,17,3
1090725456,18,5
1090731387,19,5
1090742878,20,3
1090757314,1,2
1090759947,2,4.5
1090826925,3,3.5
1090842524,4,0
1090871721,5,4
1090877424,6,5
1090922211,7,1.5
1090936977,8,3
1091000556,9,4
1091024209,10,1
1091126272,11,0
1091144704,12,4
1091186897,13,0
1091192778,14,0
1091215595,15,4
1091277956,16,4
1091363676,17,4.5
1091366179,18,5
1091366799,19,4.5
1091456207,20,3.5
1091487691,1,0
1091522492,2,4
1091569546,3,4.5
1091598017,4,3
1091620783,5,4
1091627644,6,4.5
1091640857,7,4.5
1091684426,8,4.5
1091699305,9,4.5
1091700242,10,3.5
1091824117,11,2
1091891746,12,0
1091944550,13,4
1091946582,14,1
1091961831,15,0
1091974564,16,4.5
1091993742,17,4.5
1091997580,18,0
1092109109,19,4
1092146718,20,0
1092148948,1,5
1092258126,2,4.5
1092276838,3,4.5
1092371543,4,0
1092374597,5,0
1092447708,6,0
1092448381,7,3
1092463029,8,0
1092463062,9,4.5
1092463295,10,4.5
1092574509,11,3.5
1092650486,12,4.5
1092651841,13,4.5
1092653320,14,2.5
1092704571,15,4.5
1092749144,16,5
1092850344,17,4.5
1092854935,18,4.5
1092899813,19,4
1092938333,20,0
1092971411,1,4
1093055087,2,0
1093055888,3,0
1093056214,4,0
1093090526,5,4.5
1093108529,6,4.5
1093131935,7,5
1093180069,8,5
1093190533,9,5
1093260038,10,4
1093326711,11,3.5
1093334825,12,0
1093360165,13,5
1093383478,14,0
1093396572,15,4.5
1093405374,16,4.5
1093409783,17,4.5
1093430283,18,4
1093438308,19,3
1093466319,20,4
1093488401,1,4
1093582666,2,4.5
1093681017,3,0
1093727370,4,0
1093751264,5,0
1093776653,6,4
1093784264,7,1
1093809825,8,4
1093811993,9,4.5
1093824646,10,4
1093825530,11,4
1093829912,12,4
1093833768,13,4.5
1093865954,14,4.5
1093924230,15,4
1094030987,16,1.5
1094038347,17,4
1094138419,18,4.5
1094167473,19,5
1094174239,20,5
1094177277,1,0
1094248282,2,0
1094310546,3,5
1094370858,4,0
1094429166,5,4.5
1094578154,6,0
1094580863,7,0
1094591345,8,3.5
1094603241,9,4.5
1094642753,10,3
1094663982,11,4.5
1094724185,12,4
1094744773,13,4.5
1094833642,14,4.5
1094930513,15,3
1094977269,16,5
1095003754,17,5
1095103225,18,0
1095144783,19,5
1095198288,20,4.5
1095219324,1,0
1095227160,2,4.5
1095280287,3,4.5
1095317943,4,5
1095336248,5,4
1095459556,6,4.5
1095539172,7,4.5
1095571204,8,4.5
1095572547,9,4.5
1095581857,10,5
1095583219,11,0
1095584799,12,0
1095603248,13,0
1095604849,14,0
1095623181,15,4.5
1095645600,16,0
1095681176,17,4
1095683899,18,4
1095687767,19,0
1095694895,20,4.5
1095781221,1,4.5
1095820384,2,4
1095824296,3,4.5
1095884379,4,0
1095919153,5,5
1096022095,6,4
1096047800,7,0
1096049715,8,4.5
1096168624,9,1.5
1096204046,10,4.5
1096287686,11,4
1096454131,12,0
1096464625,13,0
1096695328,14,5
1096756212,15,0
1096801294,16,3.5
1096825045,17,5
1096834193,18,2
1096918571,19,4.5
1096938298,20,4.5
1096964165,1,0
1097004394,2,5
1097025180,3,5
1097094906,4,4.5
1097114930,5,4.5
1097138041,6,3.5
1097148221,7,0
1097172005,8,4.5
1097200146,9,3.5
1097469600,10,5
1097482356,11,4.5
1097492828,12,0
1097520882,13,4
1097564743,14,1.5
1097587096,15,5
1097724199,16,0
1097725920,17,5
1097727390,18,2.5
1097737340,19,4
1097757301,20,0
1097766064,1,4.5
1097821445,2,3.5
1097825440,3,4.5
1097885049,4,4
1097895359,5,4.5
1097998313,6,4.5
1098006458,7,4
1098041500,8,2
1098099856,9,4
1098165513,10,3.5
1098187391,11,3.5
1098189387,12,4.5
1098207701,13,4
1098208851,14,4.5
1098209028,15,3
1098307964,16,4.5
1098487609,17,0
1098508571,18,0
1098539566,19,4
1098619553,20,4.5
1098758960,1,2
1098834577,2,5
1099021080,3,0
1099079526,4,1
1099081620,5,1.5
1099092384,6,2.5
1099152229,7,4
1099176816,8,5
1099179070,9,5
1099420627,10,3.5
1099703034,11,5
1099710942,12,0
1099735932,13,4.5
1099859731,14,0
1099862552,15,5
1099877033,16,0
1099950549,17,4
1099961721,18,4.5
1099995778,19,3.5
1100023494,20,3.5
1100029269,1,3.5
1100087171,2,0
1100088261,3,4
1100092726,4,0
1100094604,5,4.5
1100110635,6,5
1100113170,7,0
1100139790,8,3
1100147750,9,4.5
1100160696,10,0
1100292960,11,4.5
1100331256,12,4.5
1100472035,13,4
1100573190,14,0
1100578622,15,5
1100591575,16,3
1100612577,17,3
1100620736,18,0
1100636064,19,4.5
1100639820,20,1.5
1100694944,1,3
1100696971,2,1
1100723148,3,4
1100797913,4,4
1100810556,5,4.5
1100883805,6,5
1101015200,7,0
1101109456,8,4.5
1101141411,9,4
1101399354,10,4
1101419354,11,4.5
1101436320,12,3
1101445404,13,3
1101472953,14,4.5
1101501512,15,3.5
1101562772,16,0
1101582722,17,3
1101635974,18,0
1101675121,19,3.5
1101691540,20,5
1101744458,1,2
1101848745,2,3.5
1102054727,3,4.5
1102056464,4,5
1102291071,5,0
1102339559,6,4
1102346079,7,5
1102362078,8,4.5
1102364578,9,0
1102411902,10,4
1102448232,11,4.5
1102448236,12,4.5
1102495460,13,5
1102508135,14,4
1102520605,15,5
1102659097,16,0
1102660950,17,0
1102687865,18,0
1102742855,19,4
1102810225,20,2.5
1102814563,1,4.5
1102828488,2,5
1102924965,3,2.5
1102943846,4,1
1103099404,5,0
1103201207,6,0
1103209451,7,4
1103278932,8,3
1103310426,9,4.5
1103314372,10,4
1103438575,11,4
1103570293,12,4
1103631263,13,4
1103637547,14,4.5
1103679001,15,4
1103702902,16,4
1103804173,17,0
1103857857,18,0
1103901846,19,4
1103942426,20,1
1104112723,1,0
1104124222,2,1
1104191752,3,4.5
1104214157,4,4.5
1104219495,5,0
1104247866,6,0
1104415942,7,4.5
1104486867,8,4.5
1104655318,9,2.5
1104692136,10,4.5
1104698715,11,4.5
1104795347,12,3
1104797523,13,0
1104814161,14,0
1104816326,15,3.5
1104855278,16,5
1104869703,17,3.5
1104879125,18,0
1104882704,19,0
1104911266,20,0
1104912882,1,4
1104945393,2,4.5
1104966982,3,0
1104986393,4,4
1105246469,5,0
1105291416,6,0
1105294926,7,3
1105304995,8,0
1105385887,9,5
1105390093,10,4.5
1105408313,11,3.5
1105426659,12,4.5
1105548368,13,2
1105577194,14,4.5
1105584845,15,3
1105790805,16,0
1105805539,17,0
1105834924,18,4.5
1105845815,19,0
1105855019,20,4.5
1105903447,1,3.5
1105918031,2,4
1105928070,3,5
1105930001,4,0
1105930005,5,0
1105932165,6,0
1105999795,7,5
1106002394,8,3.5
1106012225,9,4
1106014973,10,4
1106057049,11,4
1106217529,12,4
1106329353,13,0
1106374233,14,5
1106493268,15,5
1106510521,16,5
1106515427,17,4
1106542634,18,4
1106558008,19,5
1106606457,20,5
1106666606,1,3.5
1106737361,2,0
1106745094,3,0
1106788059,4,0
1106808184,5,0
1106808930,6,0
1106818611,7,5
1106831630,8,4.5
1106842267,9,0
1106842405,10,0
1107170561,11,0
1107282504,12,4.5
1107355213,13,5
1107419480,14,0
1107486943,15,0
1107529451,16,1
1107537631,17,4.5
1107704042,18,4.5
1107741196,19,3
1107742773,20,4
1107818928,1,0
1107822876,2,5
1107880005,3,4.5
1107931279,4,4
1108048349,5,4.5
1108097491,6,4
1108185975,7,4
1108206682,8,3.5
1108219180,9,2.5
1108340786,10,3.5
1108373391,11,0
1108384425,12,5
1108402751,13,0
1108417718,14,4
1108465034,15,3.5
1108475553,16,4.5
1108482394,17,5
1108507977,18,4.5
1108549870,19,5
1108580508,20,3.5
1108583427,1,2.5
1108623942,2,4.5
1108697438,3,0
1108733742,4,4.5
1108774944,5,0
1108780504,6,4.5
1108787635,7,3
1108939718,8,0
1108964305,9,5
1109008912,10,4.5
1109024890,11,4
1109043621,12,3
1109425556,13,4.5
1109444394,14,4
1109489005,15,4.5
1109545844,16,3.5
1109668092,17,0
1109674878,18,5
1109751921,19,4.5
1109781792,20,4
1109788041,1,4.5
1109830748,2,4
1110057737,3,0
1110261314,4,4
1110273623,5,4.5
1110286206,6,4
1110368735,7,5
1110376793,8,4.5
1110429957,9,0
1110447884,10,4
1110480334,11,4
1110512888,12,3.5
1110631870,13,0
1110639444,14,4
1110657008,15,0
1110700363,16,5
1111311076,17,0
1111420122,18,0
1111428249,19,3
1111486949,20,3.5
1111487818,1,5
